COMPREHENSIVE EXECUTION SCHEDULE
Complete container lifecycle with concurrent execution details
Generated:,2026-03-30 14:45:42

CONFIGURATION
Base Memory:,125.0 MB
Memory Multiplier:,1.5x
Total GPU Memory:,4096.0 MB
Container Duration:,60s
Max Concurrent:,3
Reset Interval (cycle):,3

INDIVIDUAL CONTAINER EXECUTION
Container ID,Memory (MB),Type (n/cycle),Launch Time (s),Completion Time (s),Duration Actual (s),Status,State Count,Peak Concurrent,Overlapping Containers
72,COMPLETED,1774880425.54,63.83,Finished successfully
73,STARTING,1774880364.49,0.00,Process being launched
73,ALLOCATING_MEMORY,1774880364.49,0.00,GPU memory allocation in progress
73,RUNNING,1774880364.49,0.00,Active execution on GPU
73,RELEASING_MEMORY,1774880428.26,63.78,Releasing allocated resources
73,COMPLETED,1774880428.26,63.78,Finished successfully
74,STARTING,1774880369.49,0.00,Process being launched
74,ALLOCATING_MEMORY,1774880369.49,0.00,GPU memory allocation in progress
74,RUNNING,1774880369.49,0.00,Active execution on GPU
74,RELEASING_MEMORY,1774880433.18,63.69,Releasing allocated resources
74,COMPLETED,1774880433.18,63.69,Finished successfully
75,STARTING,1774880429.60,0.00,Process being launched
75,ALLOCATING_MEMORY,1774880429.60,0.00,GPU memory allocation in progress
75,RUNNING,1774880429.60,0.00,Active execution on GPU
75,RELEASING_MEMORY,1774880493.26,63.67,Releasing allocated resources
75,COMPLETED,1774880493.26,63.67,Finished successfully
76,STARTING,1774880434.60,0.00,Process being launched
76,ALLOCATING_MEMORY,1774880434.60,0.00,GPU memory allocation in progress
76,RUNNING,1774880434.60,0.00,Active execution on GPU
76,RELEASING_MEMORY,1774880498.30,63.70,Releasing allocated resources
76,COMPLETED,1774880498.30,63.70,Finished successfully
77,STARTING,1774880439.61,0.00,Process being launched
77,ALLOCATING_MEMORY,1774880439.61,0.00,GPU memory allocation in progress
77,RUNNING,1774880439.61,0.00,Active execution on GPU
77,RELEASING_MEMORY,1774880503.38,63.77,Releasing allocated resources
77,COMPLETED,1774880503.38,63.77,Finished successfully
78,STARTING,1774880494.71,0.00,Process being launched
78,ALLOCATING_MEMORY,1774880494.71,0.00,GPU memory allocation in progress
78,RUNNING,1774880494.71,0.00,Active execution on GPU
78,RELEASING_MEMORY,1774880558.47,63.77,Releasing allocated resources
78,COMPLETED,1774880558.47,63.77,Finished successfully
79,STARTING,1774880499.71,0.00,Process being launched
79,ALLOCATING_MEMORY,1774880499.71,0.00,GPU memory allocation in progress
79,RUNNING,1774880499.71,0.00,Active execution on GPU
79,RELEASING_MEMORY,1774880563.41,63.70,Releasing allocated resources
79,COMPLETED,1774880563.41,63.70,Finished successfully
80,STARTING,1774880558.47,0.00,Process being launched
80,ALLOCATING_MEMORY,1774880558.47,0.00,GPU memory allocation in progress
80,RUNNING,1774880558.47,0.00,Active execution on GPU
80,RELEASING_MEMORY,1774880622.13,63.66,Releasing allocated resources
80,COMPLETED,1774880622.13,63.66,Finished successfully
81,STARTING,1774880622.13,0.00,Process being launched
81,ALLOCATING_MEMORY,1774880622.13,0.00,GPU memory allocation in progress
81,RUNNING,1774880622.13,0.00,Active execution on GPU
81,RELEASING_MEMORY,1774880685.92,63.79,Releasing allocated resources
81,COMPLETED,1774880685.92,63.79,Finished successfully
82,STARTING,1774880624.86,0.00,Process being launched
82,ALLOCATING_MEMORY,1774880624.86,0.00,GPU memory allocation in progress
82,RUNNING,1774880624.86,0.00,Active execution on GPU
82,RELEASING_MEMORY,1774880688.61,63.75,Releasing allocated resources
82,COMPLETED,1774880688.61,63.75,Finished successfully
83,STARTING,1774880629.86,0.00,Process being launched
83,ALLOCATING_MEMORY,1774880629.86,0.00,GPU memory allocation in progress
83,RUNNING,1774880629.86,0.00,Active execution on GPU
83,RELEASING_MEMORY,1774880693.49,63.63,Releasing allocated resources
83,COMPLETED,1774880693.49,63.63,Finished successfully
84,STARTING,1774880689.91,0.00,Process being launched
84,ALLOCATING_MEMORY,1774880689.91,0.00,GPU memory allocation in progress
84,RUNNING,1774880689.91,0.00,Active execution on GPU
84,RELEASING_MEMORY,1774880753.60,63.69,Releasing allocated resources
84,COMPLETED,1774880753.60,63.69,Finished successfully
85,STARTING,1774880694.92,0.00,Process being launched
85,ALLOCATING_MEMORY,1774880694.92,0.00,GPU memory allocation in progress
85,RUNNING,1774880694.92,0.00,Active execution on GPU
85,RELEASING_MEMORY,1774880758.61,63.70,Releasing allocated resources
85,COMPLETED,1774880758.61,63.70,Finished successfully
86,STARTING,1774880699.92,0.00,Process being launched
86,ALLOCATING_MEMORY,1774880699.92,0.00,GPU memory allocation in progress
86,RUNNING,1774880699.92,0.00,Active execution on GPU
86,RELEASING_MEMORY,1774880763.57,63.64,Releasing allocated resources
86,COMPLETED,1774880763.57,63.64,Finished successfully
87,STARTING,1774880754.94,0.00,Process being launched
87,ALLOCATING_MEMORY,1774880754.94,0.00,GPU memory allocation in progress
87,RUNNING,1774880754.94,0.00,Active execution on GPU
87,RELEASING_MEMORY,1774880818.68,63.74,Releasing allocated resources
87,COMPLETED,1774880818.68,63.74,Finished successfully
88,STARTING,1774880759.95,0.00,Process being launched
88,ALLOCATING_MEMORY,1774880759.95,0.00,GPU memory allocation in progress
88,RUNNING,1774880759.95,0.00,Active execution on GPU
88,RELEASING_MEMORY,1774880823.72,63.77,Releasing allocated resources
88,COMPLETED,1774880823.72,63.77,Finished successfully
89,STARTING,1774880818.68,0.00,Process being launched
89,ALLOCATING_MEMORY,1774880818.68,0.00,GPU memory allocation in progress
89,RUNNING,1774880818.68,0.00,Active execution on GPU
89,RELEASING_MEMORY,1774880882.46,63.78,Releasing allocated resources
89,COMPLETED,1774880882.46,63.78,Finished successfully
90,STARTING,1774880882.46,0.00,Process being launched
90,ALLOCATING_MEMORY,1774880882.46,0.00,GPU memory allocation in progress
90,RUNNING,1774880882.46,0.00,Active execution on GPU
90,RELEASING_MEMORY,1774880946.23,63.77,Releasing allocated resources
90,COMPLETED,1774880946.23,63.77,Finished successfully
91,STARTING,1774880885.02,0.00,Process being launched
91,ALLOCATING_MEMORY,1774880885.02,0.00,GPU memory allocation in progress
91,RUNNING,1774880885.02,0.00,Active execution on GPU
91,RELEASING_MEMORY,1774880948.69,63.67,Releasing allocated resources
91,COMPLETED,1774880948.69,63.67,Finished successfully
92,STARTING,1774880890.03,0.00,Process being launched
92,ALLOCATING_MEMORY,1774880890.03,0.00,GPU memory allocation in progress
92,RUNNING,1774880890.03,0.00,Active execution on GPU
92,RELEASING_MEMORY,1774880953.81,63.78,Releasing allocated resources
92,COMPLETED,1774880953.81,63.78,Finished successfully
93,STARTING,1774880950.06,0.00,Process being launched
93,ALLOCATING_MEMORY,1774880950.06,0.00,GPU memory allocation in progress
93,RUNNING,1774880950.06,0.00,Active execution on GPU
93,RELEASING_MEMORY,1774881013.78,63.72,Releasing allocated resources
93,COMPLETED,1774881013.78,63.72,Finished successfully
94,STARTING,1774880955.06,0.00,Process being launched
94,ALLOCATING_MEMORY,1774880955.06,0.00,GPU memory allocation in progress
94,RUNNING,1774880955.06,0.00,Active execution on GPU
94,RELEASING_MEMORY,1774881018.86,63.79,Releasing allocated resources
94,COMPLETED,1774881018.86,63.79,Finished successfully
95,STARTING,1774880960.07,0.00,Process being launched
95,ALLOCATING_MEMORY,1774880960.07,0.00,GPU memory allocation in progress
95,RUNNING,1774880960.07,0.00,Active execution on GPU
95,RELEASING_MEMORY,1774881023.81,63.74,Releasing allocated resources
95,COMPLETED,1774881023.81,63.74,Finished successfully
96,STARTING,1774881015.10,0.00,Process being launched
96,ALLOCATING_MEMORY,1774881015.10,0.00,GPU memory allocation in progress
96,RUNNING,1774881015.10,0.00,Active execution on GPU
96,RELEASING_MEMORY,1774881078.84,63.75,Releasing allocated resources
96,COMPLETED,1774881078.84,63.75,Finished successfully
97,STARTING,1774881020.10,0.00,Process being launched
97,ALLOCATING_MEMORY,1774881020.10,0.00,GPU memory allocation in progress
97,RUNNING,1774881020.10,0.00,Active execution on GPU
97,RELEASING_MEMORY,1774881083.92,63.82,Releasing allocated resources
97,COMPLETED,1774881083.92,63.82,Finished successfully
98,STARTING,1774881078.85,0.00,Process being launched
98,ALLOCATING_MEMORY,1774881078.85,0.00,GPU memory allocation in progress
98,RUNNING,1774881078.85,0.00,Active execution on GPU
98,RELEASING_MEMORY,1774881142.59,63.75,Releasing allocated resources
98,COMPLETED,1774881142.59,63.75,Finished successfully
99,STARTING,1774881142.60,0.00,Process being launched
99,ALLOCATING_MEMORY,1774881142.60,0.00,GPU memory allocation in progress
99,RUNNING,1774881142.60,0.00,Active execution on GPU
99,RELEASING_MEMORY,1774881206.48,63.89,Releasing allocated resources
99,COMPLETED,1774881206.48,63.89,Finished successfully
100,STARTING,1774881145.16,0.00,Process being launched
100,ALLOCATING_MEMORY,1774881145.16,0.00,GPU memory allocation in progress
100,RUNNING,1774881145.16,0.00,Active execution on GPU
100,RELEASING_MEMORY,1774881208.83,63.68,Releasing allocated resources
100,COMPLETED,1774881208.83,63.68,Finished successfully
101,STARTING,1774881150.16,0.00,Process being launched
101,ALLOCATING_MEMORY,1774881150.16,0.00,GPU memory allocation in progress
101,RUNNING,1774881150.16,0.00,Active execution on GPU
101,RELEASING_MEMORY,1774881213.84,63.67,Releasing allocated resources
101,COMPLETED,1774881213.84,63.67,Finished successfully
102,STARTING,1774881210.20,0.00,Process being launched
102,ALLOCATING_MEMORY,1774881210.20,0.00,GPU memory allocation in progress
102,RUNNING,1774881210.20,0.00,Active execution on GPU
102,RELEASING_MEMORY,1774881273.84,63.65,Releasing allocated resources
102,COMPLETED,1774881273.84,63.65,Finished successfully
103,STARTING,1774881215.20,0.00,Process being launched
103,ALLOCATING_MEMORY,1774881215.20,0.00,GPU memory allocation in progress
103,RUNNING,1774881215.20,0.00,Active execution on GPU
103,RELEASING_MEMORY,1774881278.90,63.69,Releasing allocated resources
103,COMPLETED,1774881278.90,63.69,Finished successfully
104,STARTING,1774881220.21,0.00,Process being launched
104,ALLOCATING_MEMORY,1774881220.21,0.00,GPU memory allocation in progress
104,RUNNING,1774881220.21,0.00,Active execution on GPU
104,RELEASING_MEMORY,1774881283.90,63.69,Releasing allocated resources
104,COMPLETED,1774881283.90,63.69,Finished successfully
105,STARTING,1774881275.25,0.00,Process being launched
105,ALLOCATING_MEMORY,1774881275.25,0.00,GPU memory allocation in progress
105,RUNNING,1774881275.25,0.00,Active execution on GPU
105,RELEASING_MEMORY,1774881339.08,63.83,Releasing allocated resources
105,COMPLETED,1774881339.08,63.83,Finished successfully
106,STARTING,1774881280.25,0.00,Process being launched
106,ALLOCATING_MEMORY,1774881280.25,0.00,GPU memory allocation in progress
106,RUNNING,1774881280.25,0.00,Active execution on GPU
106,RELEASING_MEMORY,1774881344.06,63.81,Releasing allocated resources
106,COMPLETED,1774881344.06,63.81,Finished successfully
107,STARTING,1774881339.08,0.00,Process being launched
107,ALLOCATING_MEMORY,1774881339.08,0.00,GPU memory allocation in progress
107,RUNNING,1774881339.08,0.00,Active execution on GPU
107,RELEASING_MEMORY,1774881402.90,63.82,Releasing allocated resources
107,COMPLETED,1774881402.90,63.82,Finished successfully
108,STARTING,1774881402.90,0.00,Process being launched
108,ALLOCATING_MEMORY,1774881402.90,0.00,GPU memory allocation in progress
108,RUNNING,1774881402.90,0.00,Active execution on GPU
108,RELEASING_MEMORY,1774881466.80,63.90,Releasing allocated resources
108,COMPLETED,1774881466.80,63.90,Finished successfully
109,STARTING,1774881405.35,0.00,Process being launched
109,ALLOCATING_MEMORY,1774881405.35,0.00,GPU memory allocation in progress
109,RUNNING,1774881405.35,0.00,Active execution on GPU
109,RELEASING_MEMORY,1774881469.06,63.71,Releasing allocated resources
109,COMPLETED,1774881469.06,63.71,Finished successfully
110,STARTING,1774881410.35,0.00,Process being launched
110,ALLOCATING_MEMORY,1774881410.35,0.00,GPU memory allocation in progress
110,RUNNING,1774881410.35,0.00,Active execution on GPU
110,RELEASING_MEMORY,1774881474.12,63.77,Releasing allocated resources
110,COMPLETED,1774881474.12,63.77,Finished successfully
111,STARTING,1774881470.41,0.00,Process being launched
111,ALLOCATING_MEMORY,1774881470.41,0.00,GPU memory allocation in progress
111,RUNNING,1774881470.41,0.00,Active execution on GPU
111,RELEASING_MEMORY,1774881534.24,63.83,Releasing allocated resources
111,COMPLETED,1774881534.24,63.83,Finished successfully
112,STARTING,1774881475.41,0.00,Process being launched
112,ALLOCATING_MEMORY,1774881475.41,0.00,GPU memory allocation in progress
112,RUNNING,1774881475.41,0.00,Active execution on GPU
112,RELEASING_MEMORY,1774881539.12,63.71,Releasing allocated resources
112,COMPLETED,1774881539.12,63.71,Finished successfully
113,STARTING,1774881480.42,0.00,Process being launched
113,ALLOCATING_MEMORY,1774881480.42,0.00,GPU memory allocation in progress
113,RUNNING,1774881480.42,0.00,Active execution on GPU
113,RELEASING_MEMORY,1774881544.33,63.91,Releasing allocated resources
113,COMPLETED,1774881544.33,63.91,Finished successfully
114,STARTING,1774881535.47,0.00,Process being launched
114,ALLOCATING_MEMORY,1774881535.47,0.00,GPU memory allocation in progress
114,RUNNING,1774881535.47,0.00,Active execution on GPU
114,RELEASING_MEMORY,1774881599.14,63.67,Releasing allocated resources
114,COMPLETED,1774881599.14,63.67,Finished successfully
115,STARTING,1774881540.47,0.00,Process being launched
115,ALLOCATING_MEMORY,1774881540.47,0.00,GPU memory allocation in progress
115,RUNNING,1774881540.47,0.00,Active execution on GPU
115,RELEASING_MEMORY,1774881604.33,63.86,Releasing allocated resources
115,COMPLETED,1774881604.33,63.86,Finished successfully
116,STARTING,1774881599.14,0.00,Process being launched
116,ALLOCATING_MEMORY,1774881599.14,0.00,GPU memory allocation in progress
116,RUNNING,1774881599.14,0.00,Active execution on GPU
116,RELEASING_MEMORY,1774881662.86,63.73,Releasing allocated resources
116,COMPLETED,1774881662.86,63.73,Finished successfully
117,STARTING,1774881662.87,0.00,Process being launched
117,ALLOCATING_MEMORY,1774881662.87,0.00,GPU memory allocation in progress
117,RUNNING,1774881662.87,0.00,Active execution on GPU
117,RELEASING_MEMORY,1774881726.70,63.84,Releasing allocated resources
117,COMPLETED,1774881726.70,63.84,Finished successfully
118,STARTING,1774881665.56,0.00,Process being launched
118,ALLOCATING_MEMORY,1774881665.56,0.00,GPU memory allocation in progress
118,RUNNING,1774881665.56,0.00,Active execution on GPU
118,RELEASING_MEMORY,1774881729.23,63.67,Releasing allocated resources
118,COMPLETED,1774881729.23,63.67,Finished successfully
119,STARTING,1774881670.56,0.00,Process being launched
119,ALLOCATING_MEMORY,1774881670.56,0.00,GPU memory allocation in progress
119,RUNNING,1774881670.56,0.00,Active execution on GPU
119,RELEASING_MEMORY,1774881734.31,63.74,Releasing allocated resources
119,COMPLETED,1774881734.31,63.74,Finished successfully
120,STARTING,1774881730.61,0.00,Process being launched
120,ALLOCATING_MEMORY,1774881730.61,0.00,GPU memory allocation in progress
120,RUNNING,1774881730.61,0.00,Active execution on GPU
120,RELEASING_MEMORY,1774881794.32,63.71,Releasing allocated resources
120,COMPLETED,1774881794.32,63.71,Finished successfully
121,STARTING,1774881735.61,0.00,Process being launched
121,ALLOCATING_MEMORY,1774881735.61,0.00,GPU memory allocation in progress
121,RUNNING,1774881735.61,0.00,Active execution on GPU
121,RELEASING_MEMORY,1774881799.31,63.70,Releasing allocated resources
121,COMPLETED,1774881799.31,63.70,Finished successfully
122,STARTING,1774881740.62,0.00,Process being launched
122,ALLOCATING_MEMORY,1774881740.62,0.00,GPU memory allocation in progress
122,RUNNING,1774881740.62,0.00,Active execution on GPU
122,RELEASING_MEMORY,1774881804.49,63.87,Releasing allocated resources
122,COMPLETED,1774881804.49,63.87,Finished successfully
123,STARTING,1774881795.65,0.00,Process being launched
123,ALLOCATING_MEMORY,1774881795.65,0.00,GPU memory allocation in progress
123,RUNNING,1774881795.65,0.00,Active execution on GPU
123,RELEASING_MEMORY,1774881859.41,63.75,Releasing allocated resources
123,COMPLETED,1774881859.41,63.75,Finished successfully
124,STARTING,1774881800.66,0.00,Process being launched
124,ALLOCATING_MEMORY,1774881800.66,0.00,GPU memory allocation in progress
124,RUNNING,1774881800.66,0.00,Active execution on GPU
124,RELEASING_MEMORY,1774881864.46,63.80,Releasing allocated resources
124,COMPLETED,1774881864.46,63.80,Finished successfully
125,STARTING,1774881859.41,0.00,Process being launched
125,ALLOCATING_MEMORY,1774881859.41,0.00,GPU memory allocation in progress
125,RUNNING,1774881859.41,0.00,Active execution on GPU
125,RELEASING_MEMORY,1774881923.17,63.76,Releasing allocated resources
125,COMPLETED,1774881923.17,63.76,Finished successfully
126,STARTING,1774881923.17,0.00,Process being launched
126,ALLOCATING_MEMORY,1774881923.17,0.00,GPU memory allocation in progress
126,RUNNING,1774881923.17,0.00,Active execution on GPU
127,STARTING,1774881925.75,0.00,Process being launched
127,ALLOCATING_MEMORY,1774881925.76,0.00,GPU memory allocation in progress
127,RUNNING,1774881925.76,0.00,Active execution on GPU
128,STARTING,1774881930.76,0.00,Process being launched
128,ALLOCATING_MEMORY,1774881930.76,0.00,GPU memory allocation in progress
128,RUNNING,1774881930.76,0.00,Active execution on GPU

EXECUTION SUMMARY STATISTICS
Metric,Value,Unit
Total Containers,128,count
Completed,125,count
Successful,125,count
Success Rate,100.0,%
Total Execution Time,3586.21,seconds
Throughput,2.1,containers/cycle
Total Memory Allocated,131364.3,MB
Average Memory per Container,1026.3,MB
Peak GPU Utilization,14.50,%

PARALLELISM ANALYSIS
Parallelism Level,Occurrences,Percentage,Duration (s)
1,68,28.8%,340.0
2,111,47.0%,555.0
3,57,24.2%,285.0
